case_id,dimension,setting,evidence_class,policy,episodes,mean_cost_bps,median_cost_bps,p95_cost_bps,cvar95_cost_bps,completion_rate,invalid_action_rate
fees_zero,fees_rebates,zero,synthetic_engineering,ppo_seed_327,24,2.6035566193715094,2.847650815038569,6.624977928575889,6.914485002196905,1.0,0.0
fees_zero,fees_rebates,zero,synthetic_engineering,ppo_seed_427,24,2.5020200892748283,1.601321760428041,10.43077915789096,10.940182752339222,1.0,0.0
fees_favourable,fees_rebates,favourable,synthetic_engineering,immediate,24,3.7470074083087943,3.737602801282044,4.018566598237227,4.025752217754927,1.0,0.0
fees_favourable,fees_rebates,favourable,synthetic_engineering,twap_like,24,2.950277619766261,2.8994916153706476,6.752160238160084,7.367815134486781,1.0,0.0
fees_favourable,fees_rebates,favourable,synthetic_engineering,liquidity_aware,24,2.187246194258087,1.2338291089382485,7.958488790422608,8.925532656187992,1.0,0.0
fees_favourable,fees_rebates,favourable,synthetic_engineering,ppo_seed_27,24,2.6378200032581245,2.208696163049715,10.52635350395468,11.326455579196212,1.0,0.0
fees_favourable,fees_rebates,favourable,synthetic_engineering,ppo_seed_127,24,2.6378200032581245,2.208696163049715,10.52635350395468,11.326455579196212,1.0,0.0
fees_favourable,fees_rebates,favourable,synthetic_engineering,ppo_seed_227,24,1.5949654855953643,0.7640677452702016,7.635471577917782,9.226141759763653,1.0,0.0
fees_favourable,fees_rebates,favourable,synthetic_engineering,ppo_seed_327,24,2.6512066193715094,2.8958508150385684,6.67317792857589,6.962085002196906,1.0,0.0
fees_favourable,fees_rebates,favourable,synthetic_engineering,ppo_seed_427,24,2.5139450892748285,1.6117217604280407,10.45044915789096,10.960482752339221,1.0,0.0
fees_adverse,fees_rebates,adverse,synthetic_engineering,immediate,24,4.697007408308794,4.687602801282044,4.968566598237228,4.975752217754927,1.0,0.0
fees_adverse,fees_rebates,adverse,synthetic_engineering,twap_like,24,3.7706026197662603,3.809591615370648,7.604690238160082,8.289315134486781,1.0,0.0
fees_adverse,fees_rebates,adverse,synthetic_engineering,liquidity_aware,24,2.397671194258087,1.4597681285826205,8.224488790422606,9.12883265618799,1.0,0.0
fees_adverse,fees_rebates,adverse,synthetic_engineering,ppo_seed_27,24,2.8567950032581244,2.383496163049715,10.900083503954678,11.71215557919621,1.0,0.0
fees_adverse,fees_rebates,adverse,synthetic_engineering,ppo_seed_127,24,2.8567950032581244,2.383496163049715,10.900083503954678,11.71215557919621,1.0,0.0
fees_adverse,fees_rebates,adverse,synthetic_engineering,ppo_seed_227,24,2.1489388110897027,1.6342195633500531,9.865980276865189,11.033167472211614,1.0,0.0
fees_adverse,fees_rebates,adverse,synthetic_engineering,ppo_seed_327,24,3.4705793991079514,3.7598721178987047,7.836374402946425,8.036341695968526,1.0,0.0
fees_adverse,fees_rebates,adverse,synthetic_engineering,ppo_seed_427,24,2.782201444879147,2.313358191729569,10.815051762542925,11.346182752339221,1.0,0.0
size_10pct_depth,parent_size,10pct_depth_proxy,synthetic_engineering,immediate,24,3.006093044474177,3.0059235358007914,3.017081270377094,3.0173545917737337,1.0,0.0
size_10pct_depth,parent_size,10pct_depth_proxy,synthetic_engineering,twap_like,24,2.8732887690431874,3.251795237462767,5.989423735397813,6.194457285335513,1.0,0.0
size_10pct_depth,parent_size,10pct_depth_proxy,synthetic_engineering,liquidity_aware,24,2.209998916353637,1.0758018433595706,8.116062139446667,8.20149017846175,1.0,0.0
size_10pct_depth,parent_size,10pct_depth_proxy,synthetic_engineering,ppo_seed_27,24,2.299937495821722,1.3717111666329687,9.574073495866116,11.809036292176838,1.0,0.0
size_10pct_depth,parent_size,10pct_depth_proxy,synthetic_engineering,ppo_seed_127,24,2.299937495821722,1.3717111666329687,9.574073495866116,11.809036292176838,1.0,0.0
size_10pct_depth,parent_size,10pct_depth_proxy,synthetic_engineering,ppo_seed_227,24,1.0012957763737071,0.3844309985487307,6.309638556674759,8.203762248221874,1.0,0.0
size_10pct_depth,parent_size,10pct_depth_proxy,synthetic_engineering,ppo_seed_327,24,2.987041634646902,2.8709540537430813,6.420952740730183,6.865865310696158,1.0,0.0
size_10pct_depth,parent_size,10pct_depth_proxy,synthetic_engineering,ppo_seed_427,24,2.31408556523175,1.318557155335935,9.547148773414156,11.555175952222417,1.0,0.0
size_25pct_depth,parent_size,25pct_depth_proxy,synthetic_engineering,immediate,24,3.1084024846675757,3.1076574829725683,3.1426095882136043,3.143478408603173,1.0,0.0
size_25pct_depth,parent_size,25pct_depth_proxy,synthetic_engineering,twap_like,24,3.17343029510538,2.957656167797958,6.997561879573827,8.071931342883218,1.0,0.0
size_25pct_depth,parent_size,25pct_depth_proxy,synthetic_engineering,liquidity_aware,24,2.329906794692224,1.1986101346514566,8.322545547002877,8.935064442471196,1.0,0.0
size_25pct_depth,parent_size,25pct_depth_proxy,synthetic_engineering,ppo_seed_27,24,2.6231600897990615,2.377440527632827,10.169364078909103,10.961880714862657,1.0,0.0
size_25pct_depth,parent_size,25pct_depth_proxy,synthetic_engineering,ppo_seed_127,24,2.6231600897990615,2.377440527632827,10.169364078909103,10.961880714862657,1.0,0.0
size_25pct_depth,parent_size,25pct_depth_proxy,synthetic_engineering,ppo_seed_227,24,0.9722154844445502,0.4137051476791782,6.561662922075313,6.992832144094606,1.0,0.0
size_25pct_depth,parent_size,25pct_depth_proxy,synthetic_engineering,ppo_seed_327,24,2.7575462861424467,2.7038417053616164,6.674206431659593,6.8290033413213855,1.0,0.0
size_25pct_depth,parent_size,25pct_depth_proxy,synthetic_engineering,ppo_seed_427,24,2.589923163828633,2.321388306047144,10.12711287231223,10.649090817324103,1.0,0.0
size_50pct_depth,parent_size,50pct_depth_proxy,synthetic_engineering,immediate,24,3.3273712142745846,3.3248104441764914,3.4182405506573743,3.4205965810964165,1.0,0.0
size_50pct_depth,parent_size,50pct_depth_proxy,synthetic_engineering,twap_like,24,2.6605437832832806,2.4626886059650896,6.109517729644476,7.072310843036657,1.0,0.0
size_50pct_depth,parent_size,50pct_depth_proxy,synthetic_engineering,liquidity_aware,24,2.146054880883986,1.2038541748451237,7.869863368929793,8.786936530780139,1.0,0.0
size_50pct_depth,parent_size,50pct_depth_proxy,synthetic_engineering,ppo_seed_27,24,2.5090719470541636,2.156947190317061,10.116549054993925,10.572231443666322,1.0,0.0
size_50pct_depth,parent_size,50pct_depth_proxy,synthetic_engineering,ppo_seed_127,24,2.5090719470541636,2.156947190317061,10.116549054993925,10.572231443666322,1.0,0.0
size_50pct_depth,parent_size,50pct_depth_proxy,synthetic_engineering,ppo_seed_227,24,1.0978113840042552,0.5755344286189293,6.2340139964716625,7.082863210913384,1.0,0.0
size_50pct_depth,parent_size,50pct_depth_proxy,synthetic_engineering,ppo_seed_327,24,2.7356330399566864,2.858648728312656,6.937529088741051,7.136634574053538,1.0,0.0
size_50pct_depth,parent_size,50pct_depth_proxy,synthetic_engineering,ppo_seed_427,24,2.479412646843942,2.0406177039561912,10.064513779348081,10.296709372183972,1.0,0.0
horizon_30s_proxy,horizon,30s_proxy,synthetic_engineering,immediate,24,3.947007408308794,3.9376028012820443,4.218566598237228,4.225752217754927,1.0,0.0
horizon_30s_proxy,horizon,30s_proxy,synthetic_engineering,twap_like,24,3.326391302074521,3.3296265349833596,6.292832775394134,6.499288111327909,1.0,0.0
horizon_30s_proxy,horizon,30s_proxy,synthetic_engineering,liquidity_aware,24,3.354553984869144,2.8723240150013205,7.164685873487081,10.026031487741879,1.0,0.0
horizon_30s_proxy,horizon,30s_proxy,synthetic_engineering,ppo_seed_27,24,3.3258982142793996,3.1684363930272763,8.966854778618355,11.805982588754937,1.0,0.0
horizon_30s_proxy,horizon,30s_proxy,synthetic_engineering,ppo_seed_127,24,3.3258982142793996,3.1684363930272763,8.966854778618355,11.805982588754937,1.0,0.0
horizon_30s_proxy,horizon,30s_proxy,synthetic_engineering,ppo_seed_227,24,2.371628376132,1.9487137583980751,6.948394646410769,9.790584049288409,1.0,0.0
horizon_30s_proxy,horizon,30s_proxy,synthetic_engineering,ppo_seed_327,24,3.228482456019202,3.432057086307001,5.38351696436063,5.486952462555225,1.0,0.0
horizon_30s_proxy,horizon,30s_proxy,synthetic_engineering,ppo_seed_427,24,3.2123483516930538,3.0221683217474986,8.815977625888522,11.267128335093735,1.0,0.0
horizon_300s_proxy,horizon,300s_proxy,synthetic_engineering,immediate,24,3.947007408308794,3.9376028012820443,4.218566598237228,4.225752217754927,1.0,0.0
horizon_300s_proxy,horizon,300s_proxy,synthetic_engineering,twap_like,24,2.887998669225459,3.3138009714818457,11.289937200320153,12.215210730083264,1.0,0.0
horizon_300s_proxy,horizon,300s_proxy,synthetic_engineering,liquidity_aware,24,1.5783221184683658,0.8688829964457008,10.480991535717399,13.518227422284632,1.0,0.0
horizon_300s_proxy,horizon,300s_proxy,synthetic_engineering,ppo_seed_27,24,1.8501821621972716,0.9688490064513624,10.34662292078313,13.069418347500726,1.0,0.0
horizon_300s_proxy,horizon,300s_proxy,synthetic_engineering,ppo_seed_127,24,1.8501821621972716,0.9688490064513624,10.34662292078313,13.069418347500726,1.0,0.0
horizon_300s_proxy,horizon,300s_proxy,synthetic_engineering,ppo_seed_227,24,1.0626296092713765,0.22231983709442396,8.141515798847768,8.350712268572416,1.0,0.0
horizon_300s_proxy,horizon,300s_proxy,synthetic_engineering,ppo_seed_327,24,1.9828156763502787,2.5681853303218514,10.538381976324002,10.824576785246363,1.0,0.0
horizon_300s_proxy,horizon,300s_proxy,synthetic_engineering,ppo_seed_427,24,1.9712411535379957,1.1588054929478804,11.990844667651036,14.210805726095483,1.0,0.0
impact_half,impact,0.5x_coefficient,synthetic_engineering,immediate,24,3.4485037041542075,3.4438014006410222,3.584283299117704,3.5878761088765536,1.0,0.0
impact_half,impact,0.5x_coefficient,synthetic_engineering,twap_like,24,3.079702872383199,3.0433895576856145,6.89095011907988,7.518201317243513,1.0,0.0
impact_half,impact,0.5x_coefficient,synthetic_engineering,liquidity_aware,24,2.212231430462417,1.2607770544692154,7.992658770211352,8.952853828094039,1.0,0.0
impact_half,impact,0.5x_coefficient,synthetic_engineering,ppo_seed_27,24,2.6347672932957535,2.2139793315247576,10.534581751977525,11.320715289598386,1.0,0.0
impact_half,impact,0.5x_coefficient,synthetic_engineering,ppo_seed_127,24,2.6347672932957535,2.2139793315247576,10.534581751977525,11.320715289598386,1.0,0.0
impact_half,impact,0.5x_coefficient,synthetic_engineering,ppo_seed_227,24,1.943562910188169,1.2570779550234743,9.325716577816886,10.49605061932143,1.0,0.0
impact_half,impact,0.5x_coefficient,synthetic_engineering,ppo_seed_327,24,2.8328046257453123,3.0783837080541683,6.813929589288055,7.102542501098357,1.0,0.0
impact_half,impact,0.5x_coefficient,synthetic_engineering,ppo_seed_427,24,2.5857956518753755,2.173162626963774,10.473465881271686,10.98697887616973,1.0,0.0
impact_2x,impact,2x_coefficient,synthetic_engineering,immediate,24,4.944014816617815,4.925205602564089,5.487133196474456,5.501504435509855,1.0,0.0
impact_2x,impact,2x_coefficient,synthetic_engineering,twap_like,24,3.209527114532463,3.1864957307414583,7.013020476320299,7.649042768973742,1.0,0.0
impact_2x,impact,2x_coefficient,synthetic_engineering,liquidity_aware,24,2.270175721849579,1.308333217876406,8.058148830845298,8.999290312376328,1.0,0.0
impact_2x,impact,2x_coefficient,synthetic_engineering,ppo_seed_27,24,2.7822254231828616,2.3085298260992024,10.74593700790936,11.581536158392424,1.0,0.0
impact_2x,impact,2x_coefficient,synthetic_engineering,ppo_seed_127,24,2.7822254231828616,2.3085298260992024,10.74593700790936,11.581536158392424,1.0,0.0
impact_2x,impact,2x_coefficient,synthetic_engineering,ppo_seed_227,24,1.1903727561242754,0.6491919712569116,6.303945756616145,7.187983707120844,1.0,0.0
impact_2x,impact,2x_coefficient,synthetic_engineering,ppo_seed_327,24,2.9281808352354726,3.130667625335248,7.2435356323326925,7.44509935513029,1.0,0.0
impact_2x,impact,2x_coefficient,synthetic_engineering,ppo_seed_427,24,2.6254641368829774,1.6849560208560999,10.627278315781924,11.15109050467822,1.0,0.0
impact_linear,impact,linear_form_misspecification,synthetic_engineering,immediate,24,3.9749548975806603,3.9732779508479426,4.158791208791508,4.163268213268481,1.0,0.0
impact_linear,impact,linear_form_misspecification,synthetic_engineering,twap_like,24,3.184361255237546,3.1550905293152707,6.9905220014867995,7.622985770949616,1.0,0.0
impact_linear,impact,linear_form_misspecification,synthetic_engineering,liquidity_aware,24,2.2926021575471873,1.334740335155216,8.072870429642995,9.022497815555607,1.0,0.0
impact_linear,impact,linear_form_misspecification,synthetic_engineering,ppo_seed_27,24,2.7480293725530003,2.3031007788112183,10.677442450842307,11.48603632959478,1.0,0.0
impact_linear,impact,linear_form_misspecification,synthetic_engineering,ppo_seed_127,24,2.7480293725530003,2.3031007788112183,10.677442450842307,11.48603632959478,1.0,0.0
impact_linear,impact,linear_form_misspecification,synthetic_engineering,ppo_seed_227,24,1.7646700916184122,1.071467386475053,7.833749185015356,9.405716253746224,1.0,0.0
impact_linear,impact,linear_form_misspecification,synthetic_engineering,ppo_seed_327,24,3.005064272101538,3.1904940781421627,7.101962954986041,7.219990737692498,1.0,0.0
impact_linear,impact,linear_form_misspecification,synthetic_engineering,ppo_seed_427,24,2.621909966353356,1.709891736654848,10.597918483451004,11.115195253157289,1.0,0.0
impact_cubic,impact,cubic_form_misspecification,synthetic_engineering,immediate,24,3.9271040834406583,3.9044247578494518,4.28425383938637,4.294692317249875,1.0,0.0
impact_cubic,impact,cubic_form_misspecification,synthetic_engineering,twap_like,24,3.111932208855046,3.0789698795652276,6.921784345413349,7.551427300001264,1.0,0.0
impact_cubic,impact,cubic_form_misspecification,synthetic_engineering,liquidity_aware,24,2.2208698298989398,1.2679347397505512,8.004531644640725,8.95994040844878,1.0,0.0
impact_cubic,impact,cubic_form_misspecification,synthetic_engineering,ppo_seed_27,24,2.671540521899855,2.237136675005666,10.589567424275078,11.387899978369454,1.0,0.0
impact_cubic,impact,cubic_form_misspecification,synthetic_engineering,ppo_seed_127,24,2.671540521899855,2.237136675005666,10.589567424275078,11.387899978369454,1.0,0.0
impact_cubic,impact,cubic_form_misspecification,synthetic_engineering,ppo_seed_227,24,1.6831829072614009,0.9921383401805832,7.759130170830629,9.325976217602788,1.0,0.0
impact_cubic,impact,cubic_form_misspecification,synthetic_engineering,ppo_seed_327,24,2.929189390942328,3.1147869492646416,7.028261260470651,7.143729500865669,1.0,0.0
impact_cubic,impact,cubic_form_misspecification,synthetic_engineering,ppo_seed_427,24,2.5519956135779354,1.6452176575607582,10.516774127681652,11.027450664816772,1.0,0.0
data_drop_10pct,data_quality,dropped_updates_10pct,synthetic_engineering,immediate,24,3.947007408308794,3.9376028012820443,4.218566598237228,4.225752217754927,1.0,0.0
data_drop_10pct,data_quality,dropped_updates_10pct,synthetic_engineering,twap_like,24,2.9856044908328356,2.7855899931883124,6.931640238160083,7.56181513448678,1.0,0.0
data_drop_10pct,data_quality,dropped_updates_10pct,synthetic_engineering,liquidity_aware,24,2.2765469621070635,1.2766291089382484,8.069424577144892,9.015501450110118,1.0,0.0
data_drop_10pct,data_quality,dropped_updates_10pct,synthetic_engineering,ppo_seed_27,24,2.6839200032581245,2.245496163049715,10.60503350395468,11.407655579196213,1.0,0.0
data_drop_10pct,data_quality,dropped_updates_10pct,synthetic_engineering,ppo_seed_127,24,2.6839200032581245,2.245496163049715,10.60503350395468,11.407655579196213,1.0,0.0
data_drop_10pct,data_quality,dropped_updates_10pct,synthetic_engineering,ppo_seed_227,24,1.7448812915093799,1.0190489066178225,9.00773772617559,10.335939221314511,1.0,0.0
data_drop_10pct,data_quality,dropped_updates_10pct,synthetic_engineering,ppo_seed_327,24,2.932004529554247,3.1265799161086,7.039280955064713,7.155702462555226,1.0,0.0
data_drop_10pct,data_quality,dropped_updates_10pct,synthetic_engineering,ppo_seed_427,24,2.586931734481837,1.8941970158017327,10.52912915789096,11.041682752339222,1.0,0.0
data_drop_30pct,data_quality,dropped_updates_30pct,synthetic_engineering,immediate,24,3.947007408308794,3.9376028012820443,4.218566598237228,4.225752217754927,1.0,0.0
data_drop_30pct,data_quality,dropped_updates_30pct,synthetic_engineering,twap_like,24,2.4282978895265,2.774678132160547,5.607875445189458,5.87465979721166,1.0,0.0
data_drop_30pct,data_quality,dropped_updates_30pct,synthetic_engineering,liquidity_aware,24,2.3210230454747,1.5656373975679756,9.04104040112334,9.531521366181329,1.0,0.0
data_drop_30pct,data_quality,dropped_updates_30pct,synthetic_engineering,ppo_seed_27,24,2.6839200032581245,2.245496163049715,10.60503350395468,11.407655579196213,1.0,0.0
data_drop_30pct,data_quality,dropped_updates_30pct,synthetic_engineering,ppo_seed_127,24,2.6839200032581245,2.245496163049715,10.60503350395468,11.407655579196213,1.0,0.0
data_drop_30pct,data_quality,dropped_updates_30pct,synthetic_engineering,ppo_seed_227,24,1.7347911921770522,1.2451483811176152,7.372416777657732,9.457632922486953,1.0,0.0
data_drop_30pct,data_quality,dropped_updates_30pct,synthetic_engineering,ppo_seed_327,24,2.836177966876082,3.1265799161086,7.140833441166345,7.3141647154854095,1.0,0.0
data_drop_30pct,data_quality,dropped_updates_30pct,synthetic_engineering,ppo_seed_427,24,2.6093264448791476,2.193358191729569,10.520001762542925,11.041682752339222,1.0,0.0
data_delay_1,data_quality,one_decision_delay,synthetic_engineering,immediate,24,3.947007408308794,3.9376028012820443,4.218566598237228,4.225752217754927,1.0,0.0
data_delay_1,data_quality,one_decision_delay,synthetic_engineering,twap_like,24,2.243352660569511,1.7054483128546654,6.394287416617765,6.689301146745843,1.0,0.0
data_delay_1,data_quality,one_decision_delay,synthetic_engineering,liquidity_aware,24,1.8196358312150085,1.1559867790216156,7.990080658848259,8.304469806964084,1.0,0.0
data_delay_1,data_quality,one_decision_delay,synthetic_engineering,ppo_seed_27,24,2.6839200032581245,2.245496163049715,10.60503350395468,11.407655579196213,1.0,0.0
data_delay_1,data_quality,one_decision_delay,synthetic_engineering,ppo_seed_127,24,2.6839200032581245,2.245496163049715,10.60503350395468,11.407655579196213,1.0,0.0
data_delay_1,data_quality,one_decision_delay,synthetic_engineering,ppo_seed_227,24,1.4816803265908887,0.9087503529004657,6.796162556658425,7.48982239003225,1.0,0.0
data_delay_1,data_quality,one_decision_delay,synthetic_engineering,ppo_seed_327,24,2.713776275511867,2.854994200270145,7.101674402946426,7.303315506144943,1.0,0.0
data_delay_1,data_quality,one_decision_delay,synthetic_engineering,ppo_seed_427,24,2.607835066609153,1.9938474403208788,10.520001762542925,11.041682752339222,1.0,0.0
data_delay_2,data_quality,two_decision_delay,synthetic_engineering,immediate,24,3.947007408308794,3.9376028012820443,4.218566598237228,4.225752217754927,1.0,0.0
data_delay_2,data_quality,two_decision_delay,synthetic_engineering,twap_like,24,2.8706694524422516,3.0037146900974805,6.98994574720681,7.5676565823732,1.0,0.0
data_delay_2,data_quality,two_decision_delay,synthetic_engineering,liquidity_aware,24,1.8969712558293033,1.5702153912056065,8.701817521732773,9.10988809218043,1.0,0.0
data_delay_2,data_quality,two_decision_delay,synthetic_engineering,ppo_seed_27,24,2.6839200032581245,2.245496163049715,10.60503350395468,11.407655579196213,1.0,0.0
data_delay_2,data_quality,two_decision_delay,synthetic_engineering,ppo_seed_127,24,2.6839200032581245,2.245496163049715,10.60503350395468,11.407655579196213,1.0,0.0
data_delay_2,data_quality,two_decision_delay,synthetic_engineering,ppo_seed_227,24,1.316115260267136,0.6911176568663776,6.205584465211273,6.486163127479956,1.0,0.0
data_delay_2,data_quality,two_decision_delay,synthetic_engineering,ppo_seed_327,24,2.83191016405096,3.111198800997827,7.1078279362894525,7.346079424011813,1.0,0.0
data_delay_2,data_quality,two_decision_delay,synthetic_engineering,ppo_seed_427,24,2.5779888158382422,1.8361109869457026,10.520001762542925,11.041682752339222,1.0,0.0
distribution_later_proxy,distribution,later_regime_proxy,synthetic_engineering,immediate,24,3.947007408308794,3.9376028012820443,4.218566598237228,4.225752217754927,1.0,0.0
distribution_later_proxy,distribution,later_regime_proxy,synthetic_engineering,twap_like,24,2.490685953099594,1.9968751096076982,8.196200640574983,8.531907358086764,1.0,0.0
distribution_later_proxy,distribution,later_regime_proxy,synthetic_engineering,liquidity_aware,24,2.2695045275914203,1.3942915498322583,11.808705875140333,13.24083265618799,1.0,0.0
distribution_later_proxy,distribution,later_regime_proxy,synthetic_engineering,ppo_seed_27,24,3.068795003258124,3.1709512518291922,13.51898473902614,14.032026514700673,1.0,0.0
distribution_later_proxy,distribution,later_regime_proxy,synthetic_engineering,ppo_seed_127,24,3.068795003258124,3.1709512518291922,13.51898473902614,14.032026514700673,1.0,0.0
distribution_later_proxy,distribution,later_regime_proxy,synthetic_engineering,ppo_seed_227,24,1.9328897493830999,1.6526891832250281,9.293222720403802,9.846402248660047,1.0,0.0
distribution_later_proxy,distribution,later_regime_proxy,synthetic_engineering,ppo_seed_327,24,2.3867953450653268,1.5493787717360383,8.90439885908056,9.20901653615772,1.0,0.0
distribution_later_proxy,distribution,later_regime_proxy,synthetic_engineering,ppo_seed_427,24,2.992608353173407,3.128697015801732,13.417213574555516,13.94317459266749,1.0,0.0
distribution_instrument_low,distribution,second_instrument_scale_0.70,synthetic_engineering,immediate,24,5.868399669521689,5.852920681299303,6.440047871000292,6.461773651277665,1.0,0.0
distribution_instrument_low,distribution,second_instrument_scale_0.70,synthetic_engineering,twap_like,24,4.029313904600439,3.8609470755978736,9.336017333201738,10.174939065722542,1.0,0.0
distribution_instrument_low,distribution,second_instrument_scale_0.70,synthetic_engineering,liquidity_aware,24,3.6576184814010237,2.1864393559272046,13.56304742301477,13.914585258529996,1.0,0.0
distribution_instrument_low,distribution,second_instrument_scale_0.70,synthetic_engineering,ppo_seed_27,24,3.8801611905150177,3.197934546156982,14.907507136593496,15.88020502615412,1.0,0.0
distribution_instrument_low,distribution,second_instrument_scale_0.70,synthetic_engineering,ppo_seed_127,24,3.8801611905150177,3.197934546156982,14.907507136593496,15.88020502615412,1.0,0.0
distribution_instrument_low,distribution,second_instrument_scale_0.70,synthetic_engineering,ppo_seed_227,24,3.1461024390519046,2.3323026927247503,13.554498667412762,14.930224462517096,1.0,0.0
distribution_instrument_low,distribution,second_instrument_scale_0.70,synthetic_engineering,ppo_seed_327,24,3.662556560416231,3.931334044749276,9.250278074063418,9.6440758626198,1.0,0.0
distribution_instrument_low,distribution,second_instrument_scale_0.70,synthetic_engineering,ppo_seed_427,24,3.7014550992424495,2.477016685714621,14.907507136593496,15.415107676328525,1.0,0.0
distribution_instrument_high,distribution,second_instrument_scale_1.35,synthetic_engineering,immediate,24,3.725006292127606,3.7204352519134103,3.875687041515877,3.8786513474684896,1.0,0.0
distribution_instrument_high,distribution,second_instrument_scale_1.35,synthetic_engineering,twap_like,24,3.3458057151532543,3.3885372935790428,6.243298673420017,6.741177297978119,1.0,0.0
distribution_instrument_high,distribution,second_instrument_scale_1.35,synthetic_engineering,liquidity_aware,24,2.442854010427713,1.6786738479143328,6.811685100288439,7.504027143013868,1.0,0.0
distribution_instrument_high,distribution,second_instrument_scale_1.35,synthetic_engineering,ppo_seed_27,24,2.7982193331652105,2.4672026671714145,8.831915623949099,9.536206929053643,1.0,0.0
distribution_instrument_high,distribution,second_instrument_scale_1.35,synthetic_engineering,ppo_seed_127,24,2.7982193331652105,2.4672026671714145,8.831915623949099,9.536206929053643,1.0,0.0
distribution_instrument_high,distribution,second_instrument_scale_1.35,synthetic_engineering,ppo_seed_227,24,1.5326745456499047,0.9467933081720838,6.3443856295399375,7.311408308476775,1.0,0.0
distribution_instrument_high,distribution,second_instrument_scale_1.35,synthetic_engineering,ppo_seed_327,24,3.1908721141054595,3.2164781494067647,6.403662634993836,6.5596918230127885,1.0,0.0
distribution_instrument_high,distribution,second_instrument_scale_1.35,synthetic_engineering,ppo_seed_427,24,2.7516206047705616,2.410937018420881,8.80051495930189,9.278225763169445,1.0,0.0
distribution_unseen_combined,distribution,unseen_combined_regime,adversarial_synthetic,immediate,24,32.510771472992126,32.38339100346032,39.877764565992614,40.27282389769199,1.0,0.0
distribution_unseen_combined,distribution,unseen_combined_regime,adversarial_synthetic,twap_like,24,13.362937499179658,13.418473134087103,20.60677906620529,25.35299632726852,1.0,0.0
distribution_unseen_combined,distribution,unseen_combined_regime,adversarial_synthetic,liquidity_aware,24,12.182056236800975,12.531143820086156,23.614775718292023,25.7986123360732,1.0,0.0
distribution_unseen_combined,distribution,unseen_combined_regime,adversarial_synthetic,ppo_seed_27,24,21.460015825496075,20.845027188108716,48.9271224983682,51.97467922966448,1.0,0.0
distribution_unseen_combined,distribution,unseen_combined_regime,adversarial_synthetic,ppo_seed_127,24,21.460015825496075,20.845027188108716,48.9271224983682,51.97467922966448,1.0,0.0
distribution_unseen_combined,distribution,unseen_combined_regime,adversarial_synthetic,ppo_seed_227,24,16.353576846658978,16.838697367329686,38.10894950907859,41.632077181671455,1.0,0.0
distribution_unseen_combined,distribution,unseen_combined_regime,adversarial_synthetic,ppo_seed_327,24,12.175749499539224,12.595052905982252,24.169242420924203,25.566040081427523,1.0,0.0
distribution_unseen_combined,distribution,unseen_combined_regime,adversarial_synthetic,ppo_seed_427,24,18.771216740382624,18.9825521931175,43.739971741403956,47.33406279772653,1.0,0.0
simulator_mismatch_adverse,simulator_mismatch,queue_impact_resilience_shift,adversarial_synthetic,immediate,24,9.590906237201986,9.587803175600023,11.252373283333473,11.252373283333474,1.0,0.0
simulator_mismatch_adverse,simulator_mismatch,queue_impact_resilience_shift,adversarial_synthetic,twap_like,24,4.737170164990396,4.480557168172139,10.886906572252107,12.39613205508116,1.0,0.0
simulator_mismatch_adverse,simulator_mismatch,queue_impact_resilience_shift,adversarial_synthetic,liquidity_aware,24,5.912605080195867,4.892451197648249,15.845840818360788,20.709360090136602,1.0,0.0
simulator_mismatch_adverse,simulator_mismatch,queue_impact_resilience_shift,adversarial_synthetic,ppo_seed_27,24,5.33249846578664,5.843904508882779,16.239271965349083,16.421467872867,1.0,0.0
simulator_mismatch_adverse,simulator_mismatch,queue_impact_resilience_shift,adversarial_synthetic,ppo_seed_127,24,5.33249846578664,5.843904508882779,16.239271965349083,16.421467872867,1.0,0.0
simulator_mismatch_adverse,simulator_mismatch,queue_impact_resilience_shift,adversarial_synthetic,ppo_seed_227,24,3.040230298796253,3.3975660122468954,11.904669156040908,12.106666007455939,1.0,0.0
simulator_mismatch_adverse,simulator_mismatch,queue_impact_resilience_shift,adversarial_synthetic,ppo_seed_327,24,4.635505252822506,3.6849381065255313,11.471675878490696,12.34157137821635,1.0,0.0
simulator_mismatch_adverse,simulator_mismatch,queue_impact_resilience_shift,adversarial_synthetic,ppo_seed_427,24,4.994343134028238,5.330994857783377,15.498022701967546,15.76632764516106,1.0,0.0
simulator_mismatch_form,simulator_mismatch,impact_form_and_fill_shift,adversarial_synthetic,immediate,24,4.359427447793543,4.351330736774377,4.616666666667273,4.625213675214219,1.0,0.0
simulator_mismatch_form,simulator_mismatch,impact_form_and_fill_shift,adversarial_synthetic,twap_like,24,2.9657341012074476,3.16335187693639,7.037026514778406,7.6754161023959,1.0,0.0
simulator_mismatch_form,simulator_mismatch,impact_form_and_fill_shift,adversarial_synthetic,liquidity_aware,24,1.6948911112842489,1.096424471862476,6.605653446473252,7.751606779210004,1.0,0.0
simulator_mismatch_form,simulator_mismatch,impact_form_and_fill_shift,adversarial_synthetic,ppo_seed_27,24,2.033746496550334,1.582493662692931,8.943403453932769,9.57873705511658,1.0,0.0
simulator_mismatch_form,simulator_mismatch,impact_form_and_fill_shift,adversarial_synthetic,ppo_seed_127,24,2.033746496550334,1.582493662692931,8.943403453932769,9.57873705511658,1.0,0.0
